id,Currency,Actual,Pred
97,HKD,3.413,3.5325086
97,JPY,0.2421,0.25068647
97,KRW,0.02312,0.024360046
97,USD,27.295,28.445213
98,AUD,21.3,21.817244
98,CAD,22.04,22.61925
98,EUR,32.94,33.963043
98,GBP,38.04,39.84494
98,HKD,3.495,3.524249
98,JPY,0.2495,0.26678452
98,KRW,0.02369,0.022753723
98,USD,28.02,28.424768
99,AUD,20.45,20.634674
99,CAD,22.27,22.72779
99,EUR,31.38,33.149677
99,GBP,36.3,38.104324
99,HKD,3.775,3.8017623
99,JPY,0.2179,0.2699412
99,KRW,0.02182,0.023849778
99,USD,30.185,30.608103
100,AUD,18.16,20.09766
100,CAD,21.24,22.266554
100,EUR,32.89,32.58051
100,GBP,35.92,36.78135
100,HKD,3.728,3.7378707
100,JPY,0.2737,0.2599419
100,KRW,0.02287,0.025671579
100,USD,29.765,30.162434
101,AUD,21.17,21.32121
101,CAD,21.65,22.163132
101,EUR,33.12,33.68525
101,GBP,37.61,38.081646
101,HKD,3.502,3.5439863
101,JPY,0.2596,0.25808272
101,KRW,0.0235,0.023709789
101,USD,27.96,28.648552
102,AUD,21.2,21.746344
102,CAD,22.75,22.916306
102,EUR,30.76,32.397083
102,GBP,36.85,38.359756
102,HKD,3.571,3.6641896
102,JPY,0.219,0.2780699
102,KRW,0.02189,0.02088622
102,USD,28.835,29.399105
103,AUD,20.26,20.83629
103,CAD,21.83,23.324928
103,EUR,30.36,34.590714
103,GBP,35.99,39.124218
103,HKD,3.487,3.9510388
103,JPY,0.233,0.28071776
103,KRW,0.02126,0.023898572
103,USD,28.12,31.784126
104,AUD,20.24,20.887983
104,CAD,22.45,22.71966
104,EUR,32.76,33.232357
104,GBP,38.28,38.84156
104,HKD,3.738,3.7059572
104,JPY,0.2694,0.27681813
104,KRW,0.02412,0.021936908
104,USD,30.09,29.832043
105,AUD,20.52,20.656681
105,CAD,22.73,23.001686
105,EUR,33.14,33.49681
105,GBP,36.97,37.523804
105,HKD,3.79,3.8161316
105,JPY,0.2807,0.28109074
105,KRW,0.02413,0.024566934
105,USD,30.555,30.77842
106,AUD,20.6,21.09798
106,CAD,21.65,22.084215
106,EUR,33.43,33.843327
106,GBP,36.77,38.16994
106,HKD,3.558,3.575312
106,JPY,0.2691,0.25757617
106,KRW,0.02411,0.024706185
106,USD,28.4,28.899633
107,AUD,20.43,21.102917
107,CAD,22.06,22.182838
107,EUR,31.61,34.608624
107,GBP,36.54,38.869053
107,HKD,3.795,3.6261485
107,JPY,0.2143,0.26334298
107,KRW,0.02181,0.02511657
107,USD,30.315,29.2951
108,AUD,19.93,20.39275
108,CAD,22.15,22.434242
108,EUR,32.51,32.555305
108,GBP,36.7,36.836002
108,HKD,3.729,3.7703626
108,JPY,0.2186,0.25975975
108,KRW,0.02125,0.025494099
108,USD,30.1,30.393534
109,AUD,20.14,20.708612
109,CAD,21.47,22.10444
109,EUR,33.42,33.707207
109,GBP,36.74,37.670532
109,HKD,3.569,3.595313
109,JPY,0.2668,0.2503912
109,KRW,0.02375,0.025430426
109,USD,28.47,29.101583
110,AUD,20.43,20.667574
110,CAD,22.06,22.667017
110,EUR,31.61,32.908203
110,GBP,36.54,38.55171
110,HKD,3.795,3.8306046
110,JPY,0.2143,0.27980855
110,KRW,0.02181,0.022478871
110,USD,30.315,30.804031
111,AUD,20.67,21.791752
111,CAD,23.15,22.168074
111,EUR,30.64,33.754932
111,GBP,34.73,39.603474
111,HKD,3.839,3.5323088
111,JPY,0.2092,0.26583704
111,KRW,0.0208,0.023081698
111,USD,30.96,28.445244
112,AUD,18.84,20.743952
112,CAD,20.7,22.72795
112,EUR,31.49,31.6072
112,GBP,35.26,35.722813
112,HKD,3.701,3.787604
112,JPY,0.2705,0.2624253
